file_name,data_type,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
OAF_bath_neutral.wav,raw,-503.11322021484375,72.45210266113281,15.647496223449707,0.765025794506073,8.92129898071289,10.256028175354004,-5.272641658782959,-2.984792470932007,-10.9730224609375,0.10693760961294174,-3.2831966876983643,-0.889888346195221,-1.0721441507339478
OAF_bath_neutral.wav,augmented,-527.6766967773438,84.67949676513672,14.766953468322754,5.7788801193237305,2.487467050552368,17.992807388305664,-10.043116569519043,1.6167922019958496,-17.12252426147461,2.051543712615967,-7.90116548538208,0.7381989359855652,-7.003940105438232
OAF_bean_neutral.wav,raw,-524.5558471679688,73.00724029541016,32.66820526123047,22.021621704101562,15.327893257141113,7.08493709564209,0.11711826175451279,2.5120205879211426,-13.215246200561523,-5.516345024108887,-11.671048164367676,-6.856517791748047,-5.235528469085693
OAF_bean_neutral.wav,augmented,-524.5558471679688,73.00724029541016,32.66820526123047,22.021621704101562,15.327893257141113,7.08493709564209,0.11711826175451279,2.5120205879211426,-13.215246200561523,-5.516345024108887,-11.671048164367676,-6.856517791748047,-5.235528469085693
OAF_beg_neutral.wav,raw,-501.67242431640625,59.907344818115234,19.7956485748291,14.392775535583496,14.100419998168945,8.77210807800293,-9.51794147491455,-3.6665260791778564,-10.696456909179688,-4.6525797843933105,-11.760026931762695,-1.0975632667541504,-0.1984114795923233
OAF_beg_neutral.wav,augmented,-523.5816040039062,65.40696716308594,19.247591018676758,12.708405494689941,14.157435417175293,7.221357345581055,-13.18234920501709,-6.915324687957764,-11.950763702392578,-5.13441276550293,-13.6257905960083,-2.3901312351226807,-0.9449461698532104
OAF_boat_neutral.wav,raw,-513.864013671875,83.38610076904297,32.541927337646484,9.895060539245605,7.081424713134766,6.321615695953369,-0.25369882583618164,1.0622406005859375,-14.64040470123291,1.997391939163208,-10.366829872131348,-5.3110432624816895,-4.255038261413574
OAF_boat_neutral.wav,augmented,-540.263671875,89.20845794677734,30.1204776763916,7.150549411773682,5.17399263381958,4.079321384429932,-1.1011242866516113,-1.6746822595596313,-16.306150436401367,0.9882178902626038,-15.853804588317871,-2.9672353267669678,-5.833694934844971
OAF_bone_neutral.wav,raw,-554.8709106445312,80.19403076171875,33.544586181640625,11.759414672851562,8.309591293334961,8.03170394897461,3.934713363647461,-0.45484432578086853,-10.316312789916992,-4.600447654724121,-5.015909194946289,-6.403013229370117,-0.5145688652992249
OAF_bone_neutral.wav,augmented,-582.0711669921875,84.1006851196289,27.443115234375,9.284156799316406,7.561755180358887,6.695272445678711,-0.015925182029604912,-7.688683032989502,-13.54223346710205,-3.5805652141571045,-8.3847017288208,0.9920706748962402,4.558584213256836
OAF_book_neutral.wav,raw,-516.3270263671875,73.4944076538086,24.592758178710938,7.329566478729248,4.250648021697998,10.998490333557129,1.334867000579834,-3.408836603164673,-16.378986358642578,-2.3895480632781982,-16.491979598999023,-2.382176637649536,-0.4975605309009552
OAF_book_neutral.wav,augmented,-92.49947676585103,1.4538231274174,3.2207841816569687,2.3286700294177756,1.715716368773732,-0.2097622489168808,-1.9403408302218856,-2.549566246633985,-2.9717871048390863,-1.8644431551647198,-1.8378175897499527,-2.1563909464535858,-1.9213422868745322
OAF_bought_neutral.wav,raw,-507.32305908203125,76.5990982055664,19.59266471862793,-0.405659943819046,1.7682722806930542,6.489605903625488,1.0452960729599,-1.8962477445602417,-15.865617752075195,0.4484107792377472,-12.125693321228027,-2.5187315940856934,1.0427958965301514
OAF_bought_neutral.wav,augmented,-507.32305908203125,76.5990982055664,19.59266471862793,-0.405659943819046,1.7682722806930542,6.489605903625488,1.0452960729599,-1.8962477445602417,-15.865617752075195,0.4484107792377472,-12.125693321228027,-2.5187315940856934,1.0427958965301514
OAF_burn_neutral.wav,raw,-522.71826171875,88.92501831054688,30.685766220092773,-0.5421730279922485,10.35253620147705,17.27061653137207,4.482842922210693,-8.353194236755371,-13.656620025634766,0.670604407787323,-10.880134582519531,-3.0542547702789307,-5.569447994232178
OAF_burn_neutral.wav,augmented,-551.7720947265625,89.69605255126953,29.979101181030273,-2.428250312805176,9.033722877502441,15.65284538269043,2.3235974311828613,-10.578544616699219,-14.603116035461426,0.7058024406433105,-10.995917320251465,-2.6837565898895264,-4.919336318969727
OAF_cab_neutral.wav,raw,-487.87164306640625,69.66012573242188,11.837591171264648,5.070127964019775,10.956252098083496,8.359721183776855,-6.623533725738525,-3.171748161315918,-11.28564739227295,-1.5838594436645508,-6.999382972717285,-0.34360766410827637,-2.7901127338409424
OAF_cab_neutral.wav,augmented,-93.92969159529758,0.18939477039645264,2.7573864194599045,1.6006607627212468,1.1659279734986359,-0.13877131249596483,-0.009118198921115553,-1.3280766834603723,-1.5313362521286107,-0.8857355676173823,-0.9896569138102127,-1.9796027559072369,-1.9295965823387522
OAF_calm_neutral.wav,raw,-494.3070068359375,88.69426727294922,25.542560577392578,-2.579521894454956,-1.201676845550537,5.728240013122559,0.08747981488704681,-5.592215538024902,-17.063339233398438,-0.7013931274414062,-14.057899475097656,-3.9902243614196777,-3.49273681640625
OAF_calm_neutral.wav,augmented,-493.8857421875,88.42333221435547,25.381792068481445,-2.761254072189331,-1.3103171586990356,5.70237398147583,-0.09998774528503418,-6.0489301681518555,-17.40528678894043,-0.6649055480957031,-14.212552070617676,-3.9790449142456055,-3.443202018737793
OAF_came_neutral.wav,raw,-538.9237060546875,65.02095794677734,24.437847137451172,18.340742111206055,15.187530517578125,8.027400970458984,-0.4563322067260742,-1.6187348365783691,-10.444977760314941,-4.084239482879639,-7.282484531402588,-1.831772804260254,-1.0292917490005493
OAF_came_neutral.wav,augmented,-546.4854736328125,65.94039154052734,23.144794464111328,18.146005630493164,15.510671615600586,8.158013343811035,-0.3596542775630951,-2.6432695388793945,-11.46497917175293,-3.2441844940185547,-7.470631122589111,-2.404848098754883,-1.981423258781433
OAF_cause_neutral.wav,raw,-487.9767150878906,72.60017395019531,16.21698760986328,1.73690927028656,3.3245596885681152,6.854527950286865,0.6274659633636475,-2.0306856632232666,-12.528634071350098,-3.672685384750366,-8.206863403320312,1.3165005445480347,0.9885739088058472
OAF_cause_neutral.wav,augmented,-513.7807006835938,77.66426086425781,16.822359085083008,-0.37270277738571167,2.8434154987335205,6.76851749420166,0.8608348965644836,-4.624298572540283,-14.46883773803711,-4.86667013168335,-8.412080764770508,2.1635231971740723,2.126068115234375
